FundID,FundName,AssetClass,FundCurrency,InceptionDate
4870,Fund_49,Commodities,INR,2022-08-05
4871,Fund_36,Alternatives,EUR,2023-11-07
4872,Fund_40,Alternatives,INR,2023-12-11
4873,Fund_2,Real Estate,EUR,2024-07-11
4874,Fund_23,Equity,JPY,2023-02-12
4875,Fund_40,Alternatives,EUR,2022-05-28
4876,Fund_30,Alternatives,JPY,2023-05-18
4877,Fund_25,Equity,GBP,2022-08-20
4878,Fund_7,Equity,GBP,2023-05-13
4879,Fund_28,Fixed Income,EUR,2023-02-27
4880,Fund_41,Real Estate,GBP,2022-09-04
4881,Fund_50,Equity,USD,2022-04-15
4882,Fund_17,Fixed Income,JPY,2022-08-22
4883,Fund_32,Equity,INR,2023-04-20
4884,Fund_1,Commodities,JPY,2024-09-30
4885,Fund_27,Commodities,EUR,2024-01-29
4886,Fund_44,Commodities,GBP,2024-05-24
4887,Fund_36,Equity,GBP,2022-04-22
4888,Fund_49,Alternatives,USD,2022-01-23
4889,Fund_7,Alternatives,GBP,2024-07-25
4890,Fund_3,Commodities,EUR,2022-11-11
4891,Fund_30,Real Estate,EUR,2022-07-21
4892,Fund_1,Fixed Income,INR,2023-09-10
4893,Fund_34,Commodities,JPY,2023-08-29
4894,Fund_38,Fixed Income,JPY,2024-09-21
4895,Fund_43,Fixed Income,JPY,2022-01-25
4896,Fund_36,Commodities,INR,2023-10-19
4897,Fund_33,Alternatives,INR,2023-06-15
4898,Fund_43,Real Estate,INR,2022-02-15
4899,Fund_16,Commodities,USD,2024-11-24
4900,Fund_38,Fixed Income,INR,2022-07-21
4901,Fund_11,Equity,GBP,2022-12-31
4902,Fund_8,Equity,USD,2023-04-15
4903,Fund_1,Fixed Income,GBP,2024-02-16
4904,Fund_14,Commodities,JPY,2023-02-20
4905,Fund_30,Alternatives,EUR,2023-11-30
4906,Fund_21,Commodities,JPY,2024-03-20
4907,Fund_21,Real Estate,INR,2022-07-09
4908,Fund_34,Equity,EUR,2022-12-15
4909,Fund_38,Fixed Income,JPY,2023-01-08
4910,Fund_26,Alternatives,USD,2024-09-11
4911,Fund_41,Commodities,INR,2024-09-13
4912,Fund_14,Real Estate,JPY,2022-04-21
4913,Fund_40,Commodities,EUR,2023-10-08
4914,Fund_35,Real Estate,GBP,2024-11-02
4915,Fund_42,Commodities,JPY,2023-06-07
4916,Fund_18,Alternatives,USD,2022-07-16
4917,Fund_20,Alternatives,EUR,2022-02-24
4918,Fund_9,Fixed Income,JPY,2022-07-02
4919,Fund_41,Alternatives,GBP,2024-11-08
4920,Fund_45,Real Estate,INR,2022-12-29
4921,Fund_33,Fixed Income,INR,2023-04-18
4922,Fund_49,Alternatives,INR,2022-01-09
4923,Fund_4,Equity,EUR,2023-10-22
4924,Fund_4,Real Estate,GBP,2022-01-25
4925,Fund_48,Fixed Income,GBP,2024-12-16
4926,Fund_16,Real Estate,JPY,2024-04-03
4927,Fund_47,Fixed Income,INR,2022-03-09
4928,Fund_26,Real Estate,EUR,2024-10-21
4929,Fund_6,Equity,INR,2022-02-17
4930,Fund_37,Alternatives,INR,2024-08-02
4931,Fund_22,Commodities,JPY,2024-12-07
4932,Fund_42,Commodities,JPY,2022-12-21
4933,Fund_39,Commodities,JPY,2024-10-06
4934,Fund_7,Fixed Income,USD,2023-03-13
4935,Fund_42,Alternatives,USD,2023-12-01
4936,Fund_30,Fixed Income,EUR,2023-09-18
4937,Fund_10,Fixed Income,EUR,2022-03-31
4938,Fund_15,Fixed Income,JPY,2023-01-04
4939,Fund_6,Fixed Income,GBP,2024-07-27
4940,Fund_24,Alternatives,EUR,2024-08-12
4941,Fund_2,Commodities,USD,2023-05-15
4942,Fund_40,Real Estate,USD,2023-12-05
4943,Fund_15,Fixed Income,INR,2022-05-13
4944,Fund_21,Alternatives,JPY,2022-06-21
4945,Fund_18,Equity,GBP,2024-02-02
4946,Fund_5,Real Estate,JPY,2023-03-17
4947,Fund_25,Fixed Income,USD,2024-09-11
4948,Fund_36,Fixed Income,GBP,2022-04-22
4949,Fund_10,Real Estate,EUR,2024-11-29
4950,Fund_46,Real Estate,INR,2022-04-12
4951,Fund_23,Fixed Income,USD,2022-12-07
4952,Fund_24,Alternatives,INR,2024-07-08
4953,Fund_45,Equity,JPY,2024-03-24
4954,Fund_10,Alternatives,GBP,2022-07-15
4955,Fund_6,Commodities,JPY,2023-05-20
4956,Fund_13,Commodities,INR,2024-12-30
4957,Fund_21,Commodities,USD,2022-08-07
4958,Fund_32,Fixed Income,INR,2022-06-14
4959,Fund_43,Equity,USD,2023-01-16
4960,Fund_15,Equity,INR,2023-01-04
4961,Fund_2,Fixed Income,JPY,2022-01-08
4962,Fund_15,Fixed Income,INR,2023-03-24
4963,Fund_17,Fixed Income,EUR,2022-02-03
4964,Fund_20,Equity,JPY,2023-05-12
4965,Fund_50,Fixed Income,INR,2024-05-13
4966,Fund_6,Real Estate,INR,2022-01-22
4967,Fund_15,Real Estate,GBP,2023-10-25
4968,Fund_17,Real Estate,JPY,2023-08-13
4969,Fund_26,Fixed Income,GBP,2023-11-08
4970,Fund_22,Real Estate,JPY,2022-09-28
4971,Fund_9,Fixed Income,USD,2022-01-01
4972,Fund_12,Real Estate,JPY,2022-10-14
4973,Fund_22,Fixed Income,JPY,2024-07-27
4974,Fund_23,Alternatives,INR,2024-05-03
4975,Fund_37,Commodities,EUR,2022-02-19
4976,Fund_14,Alternatives,JPY,2023-09-09
4977,Fund_24,Commodities,GBP,2022-07-09
4978,Fund_8,Commodities,EUR,2024-12-02
4979,Fund_26,Real Estate,JPY,2024-01-30
4980,Fund_32,Commodities,EUR,2022-03-07
4981,Fund_28,Commodities,USD,2023-01-31
4982,Fund_32,Alternatives,EUR,2022-05-08
4983,Fund_22,Commodities,USD,2023-11-28
4984,Fund_49,Fixed Income,EUR,2022-07-07
4985,Fund_9,Fixed Income,EUR,2023-08-01
4986,Fund_3,Real Estate,GBP,2024-04-20
4987,Fund_25,Alternatives,GBP,2024-02-01
4988,Fund_39,Equity,INR,2023-10-29
4989,Fund_12,Alternatives,EUR,2024-07-21
4990,Fund_29,Equity,USD,2022-03-20
4991,Fund_3,Commodities,EUR,2024-11-08
4992,Fund_41,Equity,JPY,2022-02-14
4993,Fund_46,Commodities,USD,2022-05-09
4994,Fund_23,Alternatives,JPY,2023-09-10
4995,Fund_23,Alternatives,INR,2024-02-02
4996,Fund_18,Real Estate,JPY,2024-03-03
4997,Fund_11,Real Estate,INR,2023-02-01
4998,Fund_36,Commodities,INR,2022-10-02
4999,Fund_26,Commodities,INR,2022-05-18
5000,Fund_8,Fixed Income,JPY,2024-02-22
5001,Fund_28,Fixed Income,INR,2022-08-03
5002,Fund_18,Fixed Income,INR,2022-08-16
5003,Fund_13,Alternatives,GBP,2022-04-17
5004,Fund_36,Equity,EUR,2022-06-08
5005,Fund_42,Commodities,INR,2022-01-30
5006,Fund_40,Real Estate,USD,2023-09-01
5007,Fund_44,Commodities,USD,2024-02-08
5008,Fund_12,Equity,GBP,2024-02-23
5009,Fund_22,Commodities,JPY,2024-05-31
5010,Fund_2,Real Estate,JPY,2024-07-11
5011,Fund_40,Real Estate,JPY,2022-12-08
5012,Fund_28,Equity,INR,2022-06-17
5013,Fund_13,Real Estate,JPY,2023-11-15
5014,Fund_33,Alternatives,JPY,2023-09-24
5015,Fund_3,Real Estate,EUR,2023-03-08
5016,Fund_34,Equity,INR,2022-02-08
5017,Fund_23,Equity,INR,2024-09-06
5018,Fund_32,Commodities,USD,2023-01-22
5019,Fund_20,Real Estate,USD,2024-02-08
5020,Fund_28,Real Estate,EUR,2024-03-01
5021,Fund_8,Equity,GBP,2024-01-12
5022,Fund_3,Commodities,INR,2023-02-05
5023,Fund_30,Commodities,USD,2022-04-12
5024,Fund_25,Alternatives,JPY,2023-10-17
5025,Fund_30,Alternatives,INR,2024-06-21
5026,Fund_29,Equity,INR,2024-01-22
5027,Fund_47,Commodities,INR,2022-03-28
5028,Fund_30,Commodities,USD,2024-05-08
5029,Fund_34,Alternatives,EUR,2022-11-15
5030,Fund_25,Alternatives,USD,2024-08-24
5031,Fund_17,Equity,JPY,2024-06-05
5032,Fund_24,Commodities,JPY,2023-09-25
5033,Fund_38,Equity,GBP,2023-10-14
5034,Fund_28,Alternatives,USD,2024-08-07
5035,Fund_33,Real Estate,USD,2022-08-28
5036,Fund_36,Alternatives,GBP,2022-05-23
5037,Fund_7,Commodities,GBP,2024-08-11
5038,Fund_23,Equity,INR,2022-04-29
5039,Fund_46,Commodities,INR,2023-08-19
5040,Fund_26,Alternatives,JPY,2022-06-12
5041,Fund_14,Alternatives,EUR,2023-10-16
5042,Fund_42,Fixed Income,JPY,2022-12-16
5043,Fund_28,Alternatives,USD,2022-01-31
5044,Fund_24,Commodities,EUR,2023-04-03
5045,Fund_7,Equity,INR,2022-04-01
5046,Fund_48,Equity,GBP,2022-05-08
5047,Fund_36,Fixed Income,GBP,2024-02-18
5048,Fund_39,Commodities,JPY,2024-08-27
5049,Fund_15,Alternatives,USD,2024-04-27
5050,Fund_49,Real Estate,USD,2024-03-02
5051,Fund_3,Equity,GBP,2023-05-24
5052,Fund_48,Commodities,JPY,2024-07-24
5053,Fund_2,Fixed Income,JPY,2024-01-15
5054,Fund_7,Real Estate,INR,2024-01-10
5055,Fund_16,Commodities,INR,2022-08-25
5056,Fund_21,Alternatives,INR,2024-10-09
5057,Fund_9,Equity,EUR,2024-09-03
5058,Fund_12,Alternatives,JPY,2024-10-19
5059,Fund_29,Fixed Income,JPY,2024-12-10
5060,Fund_24,Equity,INR,2023-04-14
5061,Fund_33,Real Estate,GBP,2023-01-23
5062,Fund_14,Equity,INR,2024-12-21
5063,Fund_43,Alternatives,EUR,2024-01-06
5064,Fund_18,Commodities,GBP,2023-10-16
5065,Fund_5,Commodities,JPY,2022-02-10
5066,Fund_15,Commodities,EUR,2024-08-10
5067,Fund_7,Fixed Income,EUR,2024-03-19
5068,Fund_25,Fixed Income,GBP,2023-01-17
5069,Fund_14,Commodities,INR,2022-04-06
5070,Fund_40,Real Estate,INR,2024-06-30
5071,Fund_36,Alternatives,USD,2024-02-26
5072,Fund_35,Real Estate,GBP,2022-10-20
5073,Fund_44,Commodities,INR,2022-12-07
5074,Fund_50,Alternatives,EUR,2023-12-20
5075,Fund_24,Fixed Income,INR,2024-08-14
5076,Fund_15,Equity,INR,2023-06-22
5077,Fund_11,Equity,EUR,2024-05-21
5078,Fund_24,Alternatives,GBP,2024-08-17
5079,Fund_11,Real Estate,USD,2023-01-16
5080,Fund_44,Alternatives,INR,2024-05-08
5081,Fund_17,Real Estate,INR,2023-08-22
5082,Fund_6,Real Estate,INR,2024-07-18
5083,Fund_21,Equity,GBP,2024-11-12
5084,Fund_8,Fixed Income,EUR,2024-02-01
5085,Fund_15,Commodities,EUR,2022-12-30
5086,Fund_32,Fixed Income,EUR,2023-07-20
5087,Fund_10,Commodities,EUR,2024-08-26
5088,Fund_28,Equity,EUR,2024-04-06
5089,Fund_15,Commodities,EUR,2023-05-20
5090,Fund_12,Real Estate,INR,2022-08-06
5091,Fund_43,Alternatives,INR,2023-04-27
5092,Fund_18,Commodities,EUR,2024-07-25
5093,Fund_37,Fixed Income,EUR,2024-01-19
5094,Fund_44,Equity,GBP,2024-04-15
5095,Fund_24,Equity,GBP,2023-05-04
5096,Fund_37,Alternatives,JPY,2024-03-10
5097,Fund_29,Real Estate,INR,2022-07-30
5098,Fund_10,Real Estate,EUR,2023-10-28
5099,Fund_14,Equity,INR,2022-09-16
5100,Fund_16,Real Estate,JPY,2023-01-07
5101,Fund_37,Alternatives,GBP,2024-09-18
5102,Fund_11,Equity,JPY,2022-03-29
5103,Fund_26,Real Estate,USD,2023-02-04
5104,Fund_40,Commodities,GBP,2022-11-05
5105,Fund_19,Commodities,INR,2022-01-04
5106,Fund_18,Real Estate,GBP,2022-08-14
5107,Fund_30,Commodities,JPY,2022-12-05
5108,Fund_32,Alternatives,EUR,2022-02-27
5109,Fund_23,Fixed Income,JPY,2023-07-10
5110,Fund_12,Alternatives,JPY,2024-07-07
5111,Fund_13,Alternatives,EUR,2023-06-08
5112,Fund_21,Real Estate,INR,2023-06-10
5113,Fund_21,Alternatives,INR,2024-12-04
5114,Fund_29,Real Estate,GBP,2022-01-24
5115,Fund_29,Equity,JPY,2024-02-02
5116,Fund_50,Real Estate,GBP,2022-08-30
5117,Fund_27,Real Estate,EUR,2022-07-22
5118,Fund_29,Equity,USD,2022-08-25
5119,Fund_15,Fixed Income,INR,2024-08-08
5120,Fund_47,Equity,EUR,2024-10-18
5121,Fund_12,Real Estate,INR,2022-10-21
5122,Fund_41,Commodities,GBP,2022-07-29
5123,Fund_19,Real Estate,USD,2024-02-27
5124,Fund_12,Equity,JPY,2024-10-22
5125,Fund_23,Real Estate,INR,2022-08-17
5126,Fund_5,Equity,JPY,2023-02-14
5127,Fund_26,Alternatives,GBP,2024-02-09
5128,Fund_10,Fixed Income,INR,2024-08-20
5129,Fund_22,Fixed Income,GBP,2023-04-03
5130,Fund_39,Equity,JPY,2023-07-08
5131,Fund_23,Fixed Income,GBP,2022-08-01
5132,Fund_11,Commodities,GBP,2023-01-21
5133,Fund_28,Commodities,GBP,2023-06-12
5134,Fund_31,Fixed Income,EUR,2024-09-16
5135,Fund_8,Equity,EUR,2022-04-12
5136,Fund_39,Commodities,INR,2023-01-25
5137,Fund_48,Fixed Income,GBP,2024-04-20
5138,Fund_28,Real Estate,GBP,2022-08-23
5139,Fund_16,Commodities,GBP,2022-04-24
5140,Fund_46,Alternatives,EUR,2024-09-08
5141,Fund_47,Commodities,JPY,2024-12-26
5142,Fund_31,Fixed Income,GBP,2024-03-19
5143,Fund_41,Fixed Income,USD,2024-11-29
5144,Fund_48,Fixed Income,INR,2022-04-13
5145,Fund_16,Equity,EUR,2023-02-15
5146,Fund_5,Equity,JPY,2024-03-18
5147,Fund_35,Real Estate,USD,2024-11-26
5148,Fund_25,Real Estate,GBP,2022-03-08
5149,Fund_13,Commodities,EUR,2023-02-07
5150,Fund_29,Fixed Income,GBP,2022-07-25
5151,Fund_27,Real Estate,INR,2022-12-07
5152,Fund_40,Fixed Income,EUR,2024-12-11
5153,Fund_17,Commodities,USD,2023-03-02
5154,Fund_37,Equity,JPY,2024-08-13
5155,Fund_38,Real Estate,JPY,2022-07-28
5156,Fund_29,Alternatives,INR,2023-11-07
5157,Fund_34,Alternatives,JPY,2024-11-11
5158,Fund_30,Alternatives,JPY,2023-01-04
5159,Fund_31,Alternatives,INR,2024-09-20
5160,Fund_22,Alternatives,USD,2022-03-23
5161,Fund_46,Alternatives,EUR,2023-01-12
5162,Fund_25,Alternatives,EUR,2022-01-03
5163,Fund_4,Real Estate,INR,2023-11-15
5164,Fund_35,Alternatives,GBP,2024-02-03
5165,Fund_41,Alternatives,INR,2022-09-23
5166,Fund_50,Commodities,INR,2023-03-11
5167,Fund_44,Real Estate,INR,2023-11-13
5168,Fund_9,Commodities,INR,2023-12-26
5169,Fund_26,Fixed Income,JPY,2024-03-03
5170,Fund_27,Alternatives,JPY,2023-01-11
5171,Fund_27,Equity,USD,2023-01-01
5172,Fund_18,Alternatives,INR,2024-02-06
5173,Fund_30,Alternatives,EUR,2023-03-04
5174,Fund_45,Commodities,GBP,2024-10-28
5175,Fund_46,Fixed Income,JPY,2024-11-30
5176,Fund_31,Commodities,EUR,2023-10-05
5177,Fund_42,Real Estate,JPY,2023-07-18
5178,Fund_3,Fixed Income,USD,2022-09-01
5179,Fund_29,Fixed Income,GBP,2024-04-24
5180,Fund_7,Fixed Income,JPY,2024-07-27
5181,Fund_18,Commodities,GBP,2022-10-30
5182,Fund_16,Alternatives,GBP,2023-01-05
5183,Fund_49,Alternatives,EUR,2024-04-30
5184,Fund_32,Alternatives,JPY,2022-10-02
5185,Fund_38,Alternatives,GBP,2022-03-11
5186,Fund_25,Alternatives,INR,2022-02-16
5187,Fund_44,Real Estate,GBP,2022-04-27
5188,Fund_32,Equity,GBP,2023-06-01
5189,Fund_19,Fixed Income,JPY,2024-04-11
5190,Fund_3,Equity,INR,2023-09-11
5191,Fund_35,Real Estate,GBP,2024-01-26
5192,Fund_50,Alternatives,JPY,2024-08-17
5193,Fund_29,Real Estate,JPY,2022-02-05
5194,Fund_11,Real Estate,GBP,2024-06-23
5195,Fund_6,Equity,USD,2023-02-11
5196,Fund_19,Fixed Income,USD,2023-02-16
5197,Fund_37,Commodities,EUR,2023-05-03
5198,Fund_45,Commodities,USD,2024-02-18
5199,Fund_27,Fixed Income,USD,2024-04-11
5200,Fund_5,Alternatives,JPY,2023-10-06
5201,Fund_26,Real Estate,JPY,2023-02-17
5202,Fund_35,Alternatives,GBP,2022-05-04
5203,Fund_19,Real Estate,GBP,2024-10-02
5204,Fund_17,Commodities,JPY,2023-10-15
5205,Fund_35,Fixed Income,GBP,2022-08-20
5206,Fund_47,Equity,JPY,2023-03-09
5207,Fund_49,Equity,USD,2023-05-06
5208,Fund_13,Fixed Income,GBP,2022-03-27
5209,Fund_14,Commodities,USD,2024-11-19
5210,Fund_30,Real Estate,EUR,2024-05-24
5211,Fund_48,Equity,GBP,2022-06-05
5212,Fund_43,Commodities,JPY,2024-01-27
5213,Fund_17,Fixed Income,JPY,2024-06-16
5214,Fund_37,Alternatives,EUR,2023-06-16
5215,Fund_15,Commodities,JPY,2022-06-01
5216,Fund_18,Commodities,USD,2022-06-21
5217,Fund_48,Alternatives,JPY,2024-02-01
5218,Fund_14,Commodities,EUR,2023-11-24
5219,Fund_14,Equity,INR,2022-07-14
5220,Fund_45,Equity,INR,2022-04-10
5221,Fund_33,Equity,USD,2024-09-28
5222,Fund_38,Commodities,INR,2024-06-27
5223,Fund_11,Commodities,JPY,2023-03-04
5224,Fund_11,Commodities,EUR,2023-08-10
5225,Fund_48,Fixed Income,USD,2024-07-08
5226,Fund_26,Alternatives,INR,2022-09-13
5227,Fund_3,Commodities,JPY,2023-12-22
5228,Fund_25,Alternatives,JPY,2023-02-08
5229,Fund_17,Real Estate,GBP,2024-08-17
5230,Fund_22,Equity,GBP,2023-08-03
5231,Fund_29,Fixed Income,EUR,2024-12-13
5232,Fund_46,Alternatives,USD,2023-02-11
5233,Fund_26,Equity,INR,2022-08-30
5234,Fund_34,Fixed Income,INR,2022-02-16
5235,Fund_26,Equity,JPY,2022-04-25
5236,Fund_9,Commodities,INR,2024-10-13
5237,Fund_40,Commodities,EUR,2024-03-16
5238,Fund_11,Equity,GBP,2022-05-10
5239,Fund_7,Fixed Income,JPY,2024-09-20
5240,Fund_30,Equity,USD,2023-05-10
5241,Fund_2,Real Estate,JPY,2022-03-23
5242,Fund_30,Fixed Income,INR,2024-08-22
5243,Fund_4,Fixed Income,EUR,2023-10-31
5244,Fund_14,Equity,USD,2024-11-14
5245,Fund_13,Alternatives,JPY,2024-03-19
5246,Fund_25,Equity,INR,2024-11-30
5247,Fund_13,Alternatives,JPY,2023-03-21
5248,Fund_13,Fixed Income,USD,2024-05-18
5249,Fund_37,Commodities,INR,2023-07-15
5250,Fund_44,Commodities,GBP,2022-02-26
5251,Fund_6,Equity,USD,2022-01-06
5252,Fund_26,Alternatives,GBP,2024-08-02
5253,Fund_14,Equity,GBP,2023-08-02
5254,Fund_8,Real Estate,INR,2024-07-03
5255,Fund_24,Equity,JPY,2022-06-11
5256,Fund_22,Equity,JPY,2024-02-14
5257,Fund_40,Equity,EUR,2022-02-26
5258,Fund_39,Equity,USD,2023-06-12
5259,Fund_49,Alternatives,USD,2024-12-18
5260,Fund_21,Alternatives,INR,2023-06-30
5261,Fund_43,Alternatives,INR,2022-02-15
5262,Fund_26,Real Estate,EUR,2024-07-21
5263,Fund_10,Real Estate,EUR,2024-03-21
5264,Fund_13,Equity,GBP,2022-02-16
5265,Fund_42,Alternatives,EUR,2022-09-09
5266,Fund_14,Real Estate,JPY,2022-06-15
5267,Fund_9,Commodities,GBP,2023-01-03
5268,Fund_7,Equity,EUR,2023-08-05
5269,Fund_39,Fixed Income,JPY,2023-07-26
5270,Fund_31,Alternatives,JPY,2022-12-14
5271,Fund_50,Equity,GBP,2024-04-24
5272,Fund_16,Equity,GBP,2023-09-10
5273,Fund_8,Fixed Income,JPY,2023-05-12
5274,Fund_48,Commodities,INR,2023-11-27
5275,Fund_15,Real Estate,GBP,2023-05-26
5276,Fund_25,Real Estate,USD,2023-03-28
5277,Fund_47,Fixed Income,INR,2023-06-27
5278,Fund_38,Fixed Income,USD,2022-08-04
5279,Fund_41,Real Estate,EUR,2023-04-15
5280,Fund_15,Commodities,GBP,2024-05-02
5281,Fund_25,Commodities,GBP,2022-10-31
5282,Fund_7,Equity,JPY,2022-10-25
5283,Fund_26,Fixed Income,GBP,2022-10-13
5284,Fund_8,Fixed Income,USD,2024-10-08
5285,Fund_18,Fixed Income,INR,2022-05-06
5286,Fund_21,Real Estate,EUR,2022-02-20
5287,Fund_16,Real Estate,INR,2024-12-10
5288,Fund_47,Real Estate,USD,2023-04-16
5289,Fund_3,Commodities,EUR,2023-11-01
5290,Fund_1,Real Estate,JPY,2023-03-14
5291,Fund_13,Equity,GBP,2024-04-30
5292,Fund_32,Real Estate,GBP,2022-12-08
5293,Fund_12,Commodities,JPY,2024-01-19
5294,Fund_31,Fixed Income,USD,2023-06-08
5295,Fund_41,Equity,JPY,2023-10-17
5296,Fund_2,Commodities,USD,2023-05-21
5297,Fund_41,Alternatives,EUR,2023-02-03
5298,Fund_8,Fixed Income,INR,2024-06-24
5299,Fund_25,Real Estate,INR,2022-03-02
5300,Fund_5,Commodities,JPY,2022-11-09
5301,Fund_45,Alternatives,GBP,2022-09-22
5302,Fund_2,Commodities,JPY,2024-11-18
5303,Fund_42,Real Estate,GBP,2023-12-13
5304,Fund_38,Commodities,JPY,2024-07-01
5305,Fund_39,Alternatives,JPY,2022-12-05
5306,Fund_3,Commodities,INR,2022-03-30
5307,Fund_46,Equity,GBP,2022-11-28
5308,Fund_48,Equity,INR,2022-06-01
5309,Fund_38,Real Estate,GBP,2023-12-09
5310,Fund_22,Alternatives,EUR,2022-05-06
5311,Fund_40,Alternatives,EUR,2024-12-02
5312,Fund_33,Alternatives,EUR,2023-02-25
5313,Fund_32,Alternatives,USD,2022-09-10
5314,Fund_47,Alternatives,INR,2024-09-25
5315,Fund_17,Fixed Income,INR,2022-10-20
5316,Fund_18,Commodities,EUR,2022-06-18
5317,Fund_3,Alternatives,JPY,2024-01-04
5318,Fund_6,Equity,INR,2022-01-16
5319,Fund_49,Commodities,GBP,2022-02-06
5320,Fund_13,Real Estate,INR,2022-10-23
5321,Fund_31,Real Estate,INR,2023-03-11
5322,Fund_17,Alternatives,GBP,2022-11-16
5323,Fund_21,Fixed Income,EUR,2023-06-18
5324,Fund_16,Fixed Income,EUR,2023-07-28
5325,Fund_17,Commodities,GBP,2024-07-11
5326,Fund_32,Fixed Income,INR,2024-11-05
5327,Fund_1,Real Estate,INR,2024-09-07
5328,Fund_48,Alternatives,EUR,2023-01-30
5329,Fund_38,Equity,USD,2022-10-04
5330,Fund_8,Real Estate,EUR,2023-10-11
5331,Fund_1,Real Estate,GBP,2022-10-10
5332,Fund_2,Commodities,USD,2024-09-25
5333,Fund_47,Fixed Income,USD,2022-03-27
5334,Fund_37,Equity,GBP,2022-07-26
5335,Fund_24,Equity,JPY,2023-07-17
5336,Fund_27,Fixed Income,EUR,2023-04-22
5337,Fund_20,Alternatives,INR,2023-08-15
5338,Fund_47,Fixed Income,EUR,2022-05-11
5339,Fund_21,Alternatives,GBP,2023-02-04
5340,Fund_42,Equity,INR,2022-05-16
5341,Fund_37,Commodities,JPY,2022-06-19
5342,Fund_35,Real Estate,GBP,2024-08-26
5343,Fund_38,Equity,EUR,2022-07-18
5344,Fund_15,Equity,USD,2024-01-09
5345,Fund_50,Equity,GBP,2024-12-07
5346,Fund_46,Real Estate,GBP,2024-02-04
5347,Fund_42,Alternatives,EUR,2022-04-13
5348,Fund_30,Commodities,JPY,2023-07-02
5349,Fund_4,Commodities,EUR,2022-01-06
5350,Fund_43,Commodities,EUR,2023-12-12
5351,Fund_39,Alternatives,JPY,2022-01-12
5352,Fund_15,Fixed Income,JPY,2022-04-13
5353,Fund_23,Fixed Income,GBP,2023-11-30
5354,Fund_41,Commodities,USD,2023-03-03
5355,Fund_15,Equity,EUR,2022-06-20
5356,Fund_26,Equity,USD,2022-03-30
5357,Fund_12,Real Estate,JPY,2023-12-17
5358,Fund_18,Fixed Income,JPY,2024-05-04
5359,Fund_6,Equity,EUR,2023-08-23
5360,Fund_18,Commodities,GBP,2023-03-02
5361,Fund_50,Real Estate,EUR,2024-10-07
5362,Fund_24,Fixed Income,GBP,2024-09-22
5363,Fund_38,Real Estate,INR,2022-06-27
5364,Fund_28,Equity,GBP,2023-07-17
5365,Fund_15,Commodities,EUR,2023-02-22
5366,Fund_19,Commodities,EUR,2023-07-08
5367,Fund_5,Commodities,GBP,2022-08-30
5368,Fund_4,Equity,USD,2023-02-12
5369,Fund_17,Alternatives,GBP,2024-11-07
5370,Fund_10,Commodities,INR,2024-12-06
5371,Fund_12,Alternatives,INR,2024-04-01
5372,Fund_5,Commodities,USD,2023-06-14
5373,Fund_7,Alternatives,INR,2023-05-15
5374,Fund_44,Fixed Income,EUR,2022-07-11
5375,Fund_23,Fixed Income,USD,2022-02-18
5376,Fund_2,Commodities,USD,2022-04-04
5377,Fund_30,Real Estate,USD,2024-07-19
5378,Fund_49,Real Estate,GBP,2022-06-16
5379,Fund_45,Equity,GBP,2022-09-11
5380,Fund_37,Fixed Income,USD,2022-02-26
5381,Fund_5,Fixed Income,INR,2022-01-06
5382,Fund_20,Real Estate,EUR,2022-08-26
5383,Fund_26,Commodities,EUR,2024-01-03
5384,Fund_44,Equity,GBP,2023-08-13
5385,Fund_44,Fixed Income,JPY,2022-01-20
5386,Fund_39,Equity,USD,2024-02-16
5387,Fund_6,Fixed Income,JPY,2022-05-22
5388,Fund_29,Alternatives,EUR,2023-01-11
5389,Fund_10,Alternatives,GBP,2023-02-11
5390,Fund_16,Equity,GBP,2024-03-26
5391,Fund_34,Real Estate,GBP,2022-03-21
5392,Fund_31,Real Estate,GBP,2022-07-29
5393,Fund_36,Fixed Income,GBP,2024-02-07
5394,Fund_41,Alternatives,USD,2023-01-12
5395,Fund_5,Alternatives,JPY,2022-02-09
5396,Fund_33,Equity,EUR,2023-03-29
5397,Fund_43,Equity,EUR,2023-12-15
5398,Fund_19,Real Estate,GBP,2022-03-27
5399,Fund_32,Real Estate,GBP,2022-08-24
5400,Fund_23,Real Estate,GBP,2023-10-06
5401,Fund_3,Commodities,INR,2023-10-29
5402,Fund_1,Alternatives,EUR,2022-12-27
5403,Fund_36,Alternatives,GBP,2024-05-17
5404,Fund_41,Equity,JPY,2024-01-20
5405,Fund_28,Alternatives,INR,2022-06-24
5406,Fund_48,Equity,USD,2024-04-07
5407,Fund_39,Commodities,INR,2024-03-14
5408,Fund_5,Real Estate,INR,2022-03-02
5409,Fund_13,Commodities,INR,2024-02-14
5410,Fund_11,Real Estate,JPY,2023-02-18
5411,Fund_46,Real Estate,EUR,2022-04-26
5412,Fund_22,Equity,GBP,2024-10-25
5413,Fund_49,Real Estate,JPY,2023-11-29
5414,Fund_23,Commodities,JPY,2024-03-10
5415,Fund_12,Fixed Income,GBP,2023-09-19
5416,Fund_21,Equity,INR,2023-02-28
5417,Fund_19,Real Estate,USD,2023-06-07
5418,Fund_5,Real Estate,INR,2022-06-24
5419,Fund_24,Alternatives,INR,2024-06-16
5420,Fund_30,Equity,EUR,2024-09-13
5421,Fund_8,Equity,INR,2023-01-09
5422,Fund_2,Commodities,USD,2023-09-24
5423,Fund_49,Fixed Income,JPY,2022-08-25
